Pool,Project,Chain,TVL,APY,APY Base,APY Reward,Change 1d,Change 7d,Outlook,Confidence,Category,IL 7d,APY Base 7d,APY Net 7d,APY Mean 30d,Volume 1d,Volume 7d,APY Base Inception,APY Including LSD APY,APY Base Including LSD APY,APY Base Borrow,APY Reward Borrow,APY Borrow,Total Supply USD,Total Borrow USD,Total Available USD,Pool Meta
FLOPPA-SUI,Cetus AMM,Sui,52204,0.05979,0.05979,,,,,,Dexs,,,,0.05979,852.91178,,,0.05979,0.05979,,,,,,,0.01%
WSOL-KOLIN,Raydium AMM,Solana,52177,5.71,5.71,,,,,,Dexs,,0.47,0.47,5.71,81627.54481,81627.54481,,5.71,5.71,,,,,,,Concentrated - 0.01%
WSOL-NMAX,Raydium AMM,Solana,52165,9.05,9.05,,,,,,Dexs,,0.74,0.74,9.05,129315.64301,129315.64301,,9.05,9.05,,,,,,,Concentrated - 0.01%
USDC-GNODE,Velodrome V2,Optimism,52154,6.57377,,6.57377,-0.16385,4.13686,Stable/Up,3,Dexs,,,,5.12332,,,,6.57377,0,,,,,,,volatile - 1%
BEETSFRAGMENTSS1-STS,Beets DEX,Sonic,52134,44.54704,18.06442,26.48262,-85.76983,,Down,2,Dexs,,,,88.51339,,,,44.54704,18.06442,,,,,,,
TRUSTKETT-SUI,Cetus AMM,Sui,52122,0.02184,0.02184,,,,,,Dexs,,,,0.02184,311.76548,,,0.02184,0.02184,,,,,,,0.01%
AABL-WSOL,Raydium AMM,Solana,52119,17.19,17.19,,,,,,Dexs,,4.56,4.56,14.06143,9816.05965,31685.09354,,17.19,17.19,,,,,,,Standard - 0.25%
UNI-SUI,Cetus AMM,Sui,52110,13.51216,13.51216,,-7.88757,2.30775,Down,2,Dexs,,,,17.50393,7735.00208,,,13.51216,13.51216,,,,,,,0.25%
ETH,Fluid Lending,Ethereum,52097,10.94,10.94,,,,Down,3,Lending,,,,3.53778,,,,10.94,10.94,-4.41,0,-4.41,52097,36826,15271,
ALOT-WAVAX,Joe V2.1,Avalanche,52066,11.49879,11.49879,,2.05276,-0.08221,Stable/Up,1,Dexs,,,,9.40437,2012.04907,,,11.49879,11.49879,,,,,,,
STATAPOLUSDT-GYD,Balancer V2,Polygon,52045,0.15633,0.15633,,0.00869,-10.79473,Stable/Up,3,Dexs,,,,10.76252,,,,0.15633,0.15633,,,,,,,
WSOL-TRDX,Raydium AMM,Solana,52043,11.86,11.86,,,-3.92,Stable/Up,1,Dexs,,25.13,25.13,45.0531,6766.56138,174398.56706,,11.86,11.86,,,,,,,Standard - 0.25%
WSOL-GEMXBT,Raydium AMM,Solana,52042,14.79,14.79,,,,Down,2,Dexs,,12.16,12.16,18.83797,8435.87207,84401.94295,,14.79,14.79,,,,,,,Standard - 0.25%
WETH-WSTETH,PancakeSwap AMM V3,Base,52023,12.52734,2.96442,9.56292,0.22369,4.05167,Stable/Up,1,Dexs,,1.38329,1.38329,11.77777,42251.37612,398492.58577,,14.08834,4.52542,,,,,,,0.01%
USDC-GYD,Balancer V2,Ethereum,52017,0.32682,0.32682,,0.20911,0.23335,Stable/Up,1,Dexs,,,,0.16426,,,,0.32682,0.32682,,,,,,,
WSOL-TRUMPCYCLE,Raydium AMM,Solana,52010,53.66,53.66,,,,,,Dexs,,4.41,4.41,53.66,764646.55311,764646.55311,,53.66,53.66,,,,,,,Concentrated - 0.01%
WSOL-FEMATOES,Raydium AMM,Solana,52009,16.69,16.69,,,,,,Dexs,,1.37,1.37,16.69,237804.48768,237804.48768,,16.69,16.69,,,,,,,Concentrated - 0.01%
SAMM-USDC-USDT,Lynex V2,Linea,52001,2.82666,2.82666,,-0.03231,-1.75411,Stable/Up,2,Dexs,,,,3.56739,,,,2.82666,2.82666,,,,,,,Classic
ETH,Fluid Lending,Ethereum,51947,10.94,10.94,,9.08,8.89,Down,3,Lending,,,,1.96573,,,,10.94,10.94,-2.5,0,-2.5,51947,42213,9734,
WSOL-MEAN,Raydium AMM,Solana,51941,3.98,3.98,,,,,,Dexs,,0.33,0.33,3.98,56650.44793,56650.44793,,3.98,3.98,,,,,,,Concentrated - 0.01%
CRVUSDETHCRV,Yearn Finance,Ethereum,51930,15.98955,15.98955,,0.96979,1.96963,Down,2,Yield Aggregator,,,,13.44267,,,,15.98955,15.98955,,,,,,,
DONARD-WSOL,Raydium AMM,Solana,51885,303.45,303.45,,,,,,Dexs,,24.94,24.94,303.45,172544.42276,172544.42276,,303.45,303.45,,,,,,,Standard - 0.25%
ELON-WSOL,Raydium AMM,Solana,51881,161.51,161.51,,,,,,Dexs,,13.28,13.28,161.51,91830.09111,91830.09111,,161.51,161.51,,,,,,,Standard - 0.25%
WSOL-INDYQ,Raydium AMM,Solana,51860,15.3,15.3,,-2.67,,Down,1,Dexs,,3.88,3.88,52.35813,8696.72783,26839.8313,,15.3,15.3,,,,,,,Standard - 0.25%
WSOL-BLUECOLLAR,Raydium AMM,Solana,51831,16.02,16.02,,,,,,Dexs,,1.32,1.32,16.02,227510.34958,227510.34958,,16.02,16.02,,,,,,,Concentrated - 0.01%
PT-WSOL,Raydium AMM,Solana,51826,87.69,87.69,,,,,,Dexs,,7.21,7.21,87.69,49802.65277,49802.65277,,87.69,87.69,,,,,,,Standard - 0.25%
WSOL-TTM,Raydium AMM,Solana,51823,7.02,7.02,,,,,,Dexs,,0.58,0.58,7.02,99725.06159,99725.06159,,7.02,7.02,,,,,,,Concentrated - 0.01%
WSOL-AFITR,Raydium AMM,Solana,51819,15.22,15.22,,,-104.33,Stable/Up,1,Dexs,,6.86,6.86,71.93347,8641.37439,47424.47697,,15.22,15.22,,,,,,,Standard - 0.25%
SVTAURY-SOL,Atrix,Solana,51797,1.04456,,1.04456,0.00821,0.14981,Stable/Up,2,Dexs,,,,0.89233,,,,1.04456,0,,,,,,,
WSOL-INFLATCOIN,Raydium AMM,Solana,51787,12.81,12.81,,,,,,Dexs,,1.05,1.05,12.81,181699.01692,181699.01692,,12.81,12.81,,,,,,,Concentrated - 0.01%
ALUSD-M.USDC,Hercules V2,Metis,51755,0.37852,0.30545,0.07307,-0.01375,0.13843,Down,1,Dexs,,1.2406,1.2406,0.45145,144.37209,4115.84207,,0.37852,0.30545,,,,,,,
LINK-USDT,Beefy,Arbitrum,51742,415.57827,,,166.75286,358.13525,Down,3,Yield Aggregator,,,,213.51139,,,,415.57827,0,,,,,,,Uniswap
WSOL-RICH,Raydium AMM,Solana,51732,14.66,14.66,,,-25.84,Down,1,Dexs,,19.96,19.96,54.56493,8308.40649,137709.14547,,14.66,14.66,,,,,,,Standard - 0.25%
WSOL-AIMM,Raydium AMM,Solana,51723,67.71,67.71,,0,-18.67,Down,3,Dexs,,62.81,62.81,272.44707,15991.79206,180473.556,,67.71,67.71,,,,,,,Concentrated - 0.6%
WMATIC-OVR,Uniswap V3,Polygon,51713,37.7358,37.7358,,0,28.98671,Down,3,Dexs,,0,,7.18394,5346.36633,9126.33482,,37.7358,37.7358,,,,,,,1%
POTATO-SUI,Cetus AMM,Sui,51704,0.38844,0.38844,,,,,,Dexs,,,,0.38844,5378.22292,,,0.38844,0.38844,,,,,,,0.01%
BHAT-WEGLD,xExchange,MultiversX,51700,11.12658,1.34596,9.78062,-0.78568,1.88104,Down,2,Dexs,,,,10.10377,,,,11.12658,1.34596,,,,,,,
OP-KROM,Uniswap V3,Optimism,51699,0.2582,0.2582,,0.25317,0.25513,Stable/Up,1,Dexs,,1.10895,1.10895,0.75268,121.907,7881.60466,,0.2582,0.2582,,,,,,,0.3%
DEEPCENT-SUI,Cetus AMM,Sui,51692,0.55149,0.55149,,,,,,Dexs,,,,0.55149,7531.14829,,,0.55149,0.55149,,,,,,,0.01%
CALUM-SUI,Cetus AMM,Sui,51691,1.48479,1.48479,,,,,,Dexs,,,,1.48479,19570.31837,,,1.48479,1.48479,,,,,,,0.01%
USDBC,Compound V3,Base,51685,1.50201,1.50201,,-0.18444,0.26271,Stable/Up,2,Lending,,,,1.36817,,,,1.50201,1.50201,-5.20362,0,-5.20362,129472,77787,51685,
MINION-SUI,Cetus AMM,Sui,51680,0.41022,0.41022,,,,,,Dexs,,,,0.41022,5723.56258,,,0.41022,0.41022,,,,,,,0.01%
LOAFCAT-WSOL,Raydium AMM,Solana,51674,17.54,17.54,,-52.86,,,,Dexs,,36.82,36.82,107.09816,9934.83007,253674.76564,,17.54,17.54,,,,,,,Standard - 0.25%
USDT,Clearpool Lending,Mantle,51671,11.72399,9.08509,2.6389,0.01396,-0.25304,Down,1,Uncollateralized Lending,,,,13.50906,,,,11.72399,9.08509,,,,,,,USDT (Arbelos Ltd)
WSOL-TITCOIN,Raydium AMM,Solana,51659,86.08,86.08,,,,,,Dexs,,7.08,7.08,86.08,1218290.90055,1218290.90055,,86.08,86.08,,,,,,,Concentrated - 0.01%
ASSCOIN-SUI,Cetus AMM,Sui,51659,0.03357,0.03357,,,,,,Dexs,,,,0.03357,474.91828,,,0.03357,0.03357,,,,,,,0.01%
PRISMA-CVXPRISMA,Convex Finance,Ethereum,51637,1.56,1.56,,0.11,-1.56,Stable/Up,2,Yield,,,,2.86269,,,,1.56,1.56,,,,,,,
ZK-USDCE,Beefy,Zksync,51624,111.12063,,,-121.07453,66.59734,Down,3,Yield Aggregator,,,,92.8245,,,,111.12063,0,,,,,,,Uniswap
WBTC-WETH,Uniswap V3,Arbitrum,51617,20.10209,20.10209,,4.8082,18.08806,Down,3,Dexs,,18.11135,18.11135,8.66142,2842.75436,17977.87057,,20.10209,20.10209,,,,,,,1%
WPOL-CRV,Merkl,Polygon,51595,18.3571,,18.3571,-0.97897,3.62406,Down,3,Yield,,,,17.1217,,,,18.3571,0,,,,,,,
WSOL-REDNOTE,Raydium AMM,Solana,51593,94.72,94.72,,,,,,Dexs,,7.79,7.79,94.72,1338939.52599,1338939.52599,,94.72,94.72,,,,,,,Concentrated - 0.01%
FLIX-OSMO,Osmosis DEX,Osmosis,51593,0.2771,0.2771,,0.00472,0.07343,Down,2,Dexs,,0.2771,0.2771,0.26318,6588.41578,87085.83214,,0.2771,0.2771,,,,,,,#1895
WSOL-SLPPEPE,Raydium AMM,Solana,51588,226.46,226.46,,,,,,Dexs,,18.61,18.61,136.43,3200761.66857,3200761.66857,,226.46,226.46,,,,,,,Concentrated - 0.01%
WBTC-WVENOM,Web3.world,Venom,51557,20.93,20.93,,0.23,20.93,Stable/Up,1,Dexs,,,,17.04702,,,,26.18345,26.18345,,,,,,,
WSOL-PT,Raydium AMM,Solana,51541,4.92,4.92,,,,,,Dexs,,0.4,0.4,4.92,69459.98842,69459.98842,,4.92,4.92,,,,,,,Concentrated - 0.01%
PDAI,Notional V3,Ethereum,51527,0.74398,0.74398,,-0.88448,-0.88448,Stable/Up,2,Lending,,,,1.66021,,,,0.74398,0.74398,,,,,,,Variable Lend
WSOL-NEWP,Raydium AMM,Solana,51516,11.9,11.9,,,-10.31,,,Dexs,,11.13,11.13,31.39593,6720.89927,76454.65016,,11.9,11.9,,,,,,,Standard - 0.25%
ADA-SUGR,Minswap,Cardano,51516,50.37,6.6,43.77,-0.18,-0.93,Down,2,Dexs,,,,47.94124,,,,50.37,6.6,,,,,,,V2
SLIME-WAVAX,Joe DEX,Avalanche,51511,0.00115,0.00115,,0.00053,-0.22079,,,Dexs,,0.17243,0.17243,0.1009,0.54004,569.34162,,0.00115,0.00115,,,,,,,
WSOL-DUMP,Raydium AMM,Solana,51510,1.38,1.38,,,,,,Dexs,,0.11,0.11,1.38,19442.90561,19442.90561,,1.38,1.38,,,,,,,Concentrated - 0.01%
WS-THC,Equalizer Exchange,Sonic,51509,77.4381,,77.4381,0.10277,-42.22333,Down,2,Dexs,,,,106.15928,,,,77.4381,0,,,,,,,
WSOL-TIKTOK,Raydium AMM,Solana,51490,47.9,47.9,,,,,,Dexs,,3.94,3.94,47.9,675772.70789,675772.70789,,47.9,47.9,,,,,,,Concentrated - 0.01%
WSOL-DARK,Raydium AMM,Solana,51459,35.39,35.39,,,,,,Dexs,,2.91,2.91,35.39,498964.02603,498964.02603,,35.39,35.39,,,,,,,Concentrated - 0.01%
WETH-AIKIRA,Uniswap V3,Base,51432,1340.79714,1340.79714,,,,,,Dexs,,,,1340.79714,188932.41388,,,1340.79714,1340.79714,,,,,,,1%
SHINCHAN-SUI,Cetus AMM,Sui,51431,0.12147,0.12147,,,,,,Dexs,,,,0.12147,1697.95669,,,0.12147,0.12147,,,,,,,0.01%
HNT-MOBILE,Kamino Liquidity,Solana,51429,6.57617,6.57617,,-0.97364,1.4649,Down,1,Liquidity manager,,6.66064,6.66064,21.09351,3299.05787,23950.42744,,6.57617,6.57617,,,,,,,
SOL,Save,Solana,51424,3.4,3.4,,-1.42,-1.49,Stable/Up,1,Lending,,,,4.83836,,,,3.4,3.4,-15.63,,-15.63,71877,20453,51424,Synatra ySOL Pool
WBTC-WETH,Beefy,Linea,51416,19.09,,,0.06547,-0.74343,Stable/Up,1,Yield Aggregator,,,,23.37479,,,,19.09,0,,,,,,,Ichi
WETH-SHIBAI,Camelot V2,Arbitrum,51407,2.23379,2.23379,,2.23379,1.76765,Down,1,Dexs,,0.67053,0.67053,1.08557,629.22205,1325.77409,,2.23379,2.23379,,,,,,,
CUSD-AGEUR,Uniswap V3,Celo,51391,0.50374,0.50374,,-0.1422,0.44219,Down,3,Dexs,,0,,0.24797,7092.50176,52363.67141,,0.50374,0.50374,,,,,,,0.01%
WSOL-SPELON,Raydium AMM,Solana,51391,3215.92,3215.92,,,,,,Dexs,,341.29,341.29,8488.9587,45279520.41977,58464182.44406,,3215.92,3215.92,,,,,,,Concentrated - 0.01%
WAVAX-DOMI,Joe DEX,Avalanche,51388,3.25843,3.25843,,-15.22754,-26.00718,Down,1,Dexs,,9.36971,9.36971,11.35167,1529.16673,30864.72222,,3.25843,3.25843,,,,,,,
WSOL-DDD,Raydium AMM,Solana,51367,108.72,108.72,,,,,,Dexs,,8.94,8.94,108.72,1530011.17419,1530011.17419,,108.72,108.72,,,,,,,Concentrated - 0.01%
CRVUSD-SFRAX,Convex Finance,Ethereum,51351,4.37,4.37,,,1,Stable/Up,1,Yield,,,,15.10005,,,,4.37,4.37,,,,,,,
WSOL-MOOMOO,Raydium AMM,Solana,51344,49.03,49.03,,,,,,Dexs,,4.03,4.03,49.03,689658.09348,689658.09348,,49.03,49.03,,,,,,,Concentrated - 0.01%
BARRON-WSOL,Raydium AMM,Solana,51325,89.48,89.48,,,,,,Dexs,,7.35,7.35,89.48,50328.26823,50328.26823,,89.48,89.48,,,,,,,Standard - 0.25%
WSOL-FIGURE,Raydium AMM,Solana,51317,13.88,13.88,,,,,,Dexs,,1.14,1.14,13.88,195167.04908,195167.04908,,13.88,13.88,,,,,,,Concentrated - 0.01%
WSOL-CABAL,Raydium AMM,Solana,51295,65.31,65.31,,,,,,Dexs,,5.37,5.37,65.31,917860.30889,917860.30889,,65.31,65.31,,,,,,,Concentrated - 0.01%
WETH-DOOMER,Uniswap V2,Base,51281,0.12258,0.12258,,-0.38816,-0.28101,Stable/Up,1,Dexs,,1.17163,1.17163,1.63102,57.40446,3851.40568,,0.12258,0.12258,,,,,,,
INJ-OSMO,Osmosis DEX,Osmosis,51260,17.9145,17.9145,,-4.67331,3.44912,Down,1,Dexs,,17.9145,17.9145,13.62956,3752.05542,85364.34549,,17.9145,17.9145,,,,,,,#725
$WEEDE-WETH,Uniswap V2,Base,51255,0.12007,0.12007,,-1.96384,0.12007,Down,2,Dexs,,0.3913,0.3913,0.36121,56.20243,1285.64147,,0.12007,0.12007,,,,,,,
SUIZA-SUI,Turbos,Sui,51241,0.00014,0.00014,,0,0,,,Dexs,,0.00002,0.00002,0.00014,0.04816,0.04816,,0.00014,0.00014,,,,,,,1%
KARRAT-WETH,Uniswap V3,Ethereum,51226,295.71293,295.71293,,15.19582,146.32809,Down,3,Dexs,,92.84025,92.84025,237.30951,41501.66353,200899.59645,,295.71293,295.71293,,,,,,,1%
WSOL-DEEPSEEKAI,Raydium AMM,Solana,51223,297.4,297.4,,,,,,Dexs,,24.44,24.44,234.875,4173597.84344,4173597.84344,,297.4,297.4,,,,,,,Concentrated - 0.01%
WSOL-LIGHT,Raydium AMM,Solana,51193,8.66,8.66,,,,,,Dexs,,0.71,0.71,8.66,121477.17511,121477.17511,,8.66,8.66,,,,,,,Concentrated - 0.01%
USDC,Beefy,Ethereum,51192,6.08673,,,,,,,Yield Aggregator,,,,6.14815,,,,6.08673,0,,,,,,,Morpho
ETH-CLEV,Convex Finance,Ethereum,51186,60.09733,0.01,60.08733,5.30823,7.40272,Down,3,Yield,,,,51.3205,,,,60.09733,0.01,,,,,,,
TMG-SUI,Cetus AMM,Sui,51177,0.78961,0.78961,,,,,,Dexs,,,,0.78961,10708.72327,,,0.78961,0.78961,,,,,,,0.01%
DT42-WETH,Uniswap V3,Base,51176,3.02597,3.02597,,,2.9225,Down,2,Dexs,,,,0.77255,1414.22997,3083.44919,,3.02597,3.02597,,,,,,,0.3%
USR-GYD,Balancer V2,Ethereum,51171,0.36434,0.36434,,0.23013,0.3181,Stable/Up,1,Dexs,,,,0.35179,,,,0.36434,0.36434,,,,,,,
ARB-WETH,Beefy,Arbitrum,51167,116.33922,,,-133.44415,104.11146,Down,2,Yield Aggregator,,,,76.65937,,,,116.33922,0,,,,,,,Camelot
WSOL-WINNING,Raydium AMM,Solana,51152,41.14,41.14,,,,,,Dexs,,3.38,3.38,41.14,576597.25257,576597.25257,,41.14,41.14,,,,,,,Concentrated - 0.01%
ZRO-WETH,Merkl,Arbitrum,51146,0.85061,,0.85061,0.14615,,Stable/Up,1,Yield,,,,0.76341,,,,0.85061,0,,,,,,,
AERO,Beefy,Base,51139,6.39844,,,0.34541,-3.44699,Stable/Up,2,Yield Aggregator,,,,7.72106,,,,6.39844,0,,,,,,,Compound
WSOL-@GORK,Raydium AMM,Solana,51114,123.63,123.63,,0,,,,Dexs,,10.16,10.16,123.63,1731349.35113,1731349.35113,,123.63,123.63,,,,,,,Concentrated - 0.01%
EURC-USDC,BaseX,Base,51113,6.2777,6.2777,,0,0,Down,1,Dexs,,,,6.2777,506678.78878,,,6.2777,6.2777,,,,,,,
WSOL-NICK,Raydium AMM,Solana,51109,11.91,11.91,,,-2.19,Stable/Up,1,Dexs,,8.55,8.55,37.87701,6670.0664,58267.84841,,11.91,11.91,,,,,,,Standard - 0.25%
DAI,Hyperdrive,Ethereum,51108,7.3746,7.3746,,0,0,Stable/Up,1,Yield,,,,7.3746,,,,7.3746,7.3746,,,,,,,Matures in 182 days from position open
WETH-TONCOIN,Uniswap V3,Base,51101,5.60949,5.60949,,,-1.39913,Down,3,Dexs,,,,4.8886,2617.80193,27026.81115,,5.60949,5.60949,,,,,,,0.3%
WMATIC-NAKA,Uniswap V3,Polygon,51064,54.5991,54.5991,,0,19.96603,Down,1,Dexs,,20.60549,20.60549,58.67265,25461.63478,189864.0734,,54.5991,54.5991,,,,,,,0.3%
WSOL-VANCEMAN,Raydium AMM,Solana,51040,20.21,20.21,,,,,,Dexs,,1.66,1.66,20.21,282604.81897,282604.81897,,20.21,20.21,,,,,,,Concentrated - 0.01%
FINANCE-SUI,Cetus AMM,Sui,51039,0.93039,0.93039,,,,,,Dexs,,,,0.93039,12269.15065,,,0.93039,0.93039,,,,,,,0.01%
WETH-USDC,Beefy,Optimism,51026,116.79121,,,4.3604,70.05833,Down,3,Yield Aggregator,,,,71.49168,,,,116.79121,0,,,,,,,Velodrome
VPND-WAVAX,Joe DEX,Avalanche,51012,0.1157,0.1157,,0.10207,-0.26623,Stable/Up,2,Dexs,,0.06726,0.06726,0.09728,53.89944,219.93639,,0.1157,0.1157,,,,,,,
WMATIC-FKR,Uniswap V3,Polygon,51000,7.80246,7.80246,,0,1.62754,Down,3,Dexs,,0,,8.1111,3633.99378,25719.01439,,7.80246,7.80246,,,,,,,0.3%
SENDOR-SUI,Turbos,Sui,50993,0.19228,0.19228,,0,0,Stable/Up,1,Dexs,,0.02747,0.02747,0.19228,57.5628,573.7464,,0.19228,0.19228,,,,,,,1%
BNB,Wing Finance,BSC,50984,0.0354,0.02321,0.01219,-0.14171,-0.15938,Down,1,Lending,,,,0.23029,,,,0.0354,0.02321,-1.20641,0.54672,-0.65969,52147,1163,50984,
RECESSION-SUI,Cetus AMM,Sui,50966,0.02069,0.02069,,,,,,Dexs,,,,0.02069,289.12023,,,0.02069,0.02069,,,,,,,0.01%
PYRATE-WSOL,Raydium AMM,Solana,50959,15.25,15.25,,,,,,Dexs,,5.07,5.07,16.75862,8516.36532,34422.74658,,15.25,15.25,,,,,,,Standard - 0.25%
FDUSD,KiloEx,BSC,50944,11.13,11.13,,0,,Down,3,Derivatives,,,,12.96325,,,,11.13,11.13,,,,,,,
WSOL-WOOLY,Raydium AMM,Solana,50940,8.6,8.6,,,,,,Dexs,,0.71,0.71,8.6,120051.85888,120051.85888,,8.6,8.6,,,,,,,Concentrated - 0.01%
ETH,Rho Markets,Scroll,50933,3.25479,3.25479,,0.20079,0.83709,Down,2,Lending,,,,2.29053,,,,3.25479,3.25479,-4.82606,,-4.82606,528043,489206,38837,Rho ETH Market
ANYAI-SUI,Turbos,Sui,50918,0.01028,0.01028,,0,0,Stable/Up,1,Dexs,,0.00147,0.00147,0.01016,1.64651,1.64651,,0.01028,0.01028,,,,,,,1%
BOLD-LUSD,Aerodrome V1,Base,50910,7.91097,,7.91097,0.24747,-1.94912,Down,3,Dexs,,,,10.34634,,,,7.91097,0,,,,,,,
WSOL-FAT,Raydium AMM,Solana,50891,127.43,127.43,,,,,,Dexs,,10.47,10.47,127.43,1776772.53008,1776772.53008,,127.43,127.43,,,,,,,Concentrated - 0.01%
TUSD,Compound V2,Ethereum,50887,3.09085,3.09085,,-0.04446,-0.14087,Down,2,Lending,,,,3.29649,,,,3.09085,3.09085,-4.6394,0,-4.6394,185479,134592,50887,
WSOL-OFLISA,Raydium AMM,Solana,50882,53.95,53.95,,,,,,Dexs,,4.43,4.43,53.95,752062.13413,752062.13413,,53.95,53.95,,,,,,,Concentrated - 0.01%
VELO-OPXVELO,Velodrome V2,Optimism,50871,22.5555,,22.5555,-1.16654,-6.06031,Stable/Up,1,Dexs,,,,30.54609,,,,22.5555,0,,,,,,,stable - 0.3%
WSOL-DARK,Raydium AMM,Solana,50870,42.63,42.63,,,,,,Dexs,,3.5,3.5,42.63,594169.76577,594169.76577,,42.63,42.63,,,,,,,Concentrated - 0.01%
LUI-SUI,Turbos,Sui,50850,0.0082,0.0082,,0,0,Down,1,Dexs,,0.00117,0.00117,0.0082,2.8258,2082.845,,0.0082,0.0082,,,,,,,1%
PRQ-WETH,Uniswap V3,Ethereum,50847,137.08479,137.08479,,51.55719,94.72275,Down,3,Dexs,,71.43702,71.43702,234.59651,19097.02169,164294.18279,,137.08479,137.08479,,,,,,,1%
DATA-WETH,SushiSwap,Ethereum,50835,14.15577,14.15577,,-30.35046,4.41928,Down,3,Dexs,,24.20797,24.20797,10.10651,6571.77977,78885.52261,,14.15577,14.15577,,,,,,,
WSOL-39A,Raydium AMM,Solana,50817,103.75,103.75,,34.11,73.42,Down,3,Dexs,,146.34,146.34,205.35455,57778.02945,991523.37092,,103.75,103.75,,,,,,,Standard - 0.25%
WSOL-VANCE,Raydium AMM,Solana,50813,35.58,35.58,,,,,,Dexs,,2.92,2.92,35.58,495309.62121,495309.62121,,35.58,35.58,,,,,,,Concentrated - 0.01%
WSOL-FUTOKEN,Raydium AMM,Solana,50802,12.31,12.31,,,,,,Dexs,,1.01,1.01,12.31,171349.75544,171349.75544,,12.31,12.31,,,,,,,Concentrated - 0.01%
WETH-LSETH,Uniswap V3,Arbitrum,50799,0.04586,0.04586,,-1.95682,0.03994,Down,2,Dexs,,0.51301,0.51301,0.25389,127.66057,10023.32536,,2.459965,2.459965,,,,,,,0.05%
WSOL-BITOKEN,Raydium AMM,Solana,50786,2.82,2.82,,,,,,Dexs,,0.23,0.23,2.82,39277.33613,39277.33613,,2.82,2.82,,,,,,,Concentrated - 0.01%
APE,Strike,Ethereum,50781,11.90388,7.10239,4.80149,0.14186,1.50426,Down,1,Lending,,,,10.43584,,,,11.90388,7.10239,-21.64318,25.59658,3.9533999999999985,90309,39528,50781,
EDUARDO-SUI,Cetus AMM,Sui,50778,1.04195,1.04195,,,,,,Dexs,,,,1.04195,13603.08667,,,1.04195,1.04195,,,,,,,0.01%
WSOL-SAFE,Raydium AMM,Solana,50760,15.58,15.58,,,,Stable/Up,1,Dexs,,7.44,7.44,45.57736,8665.95375,50343.33521,,15.58,15.58,,,,,,,Standard - 0.25%
WSOL-BUCKAZOIDS,Raydium AMM,Solana,50754,152.8,152.8,,,,,,Dexs,,12.56,12.56,152.8,2124685.45244,2124685.45244,,152.8,152.8,,,,,,,Concentrated - 0.01%
BOZO-USDC,Orca,Solana,50742,0.02694,0.02694,,0,0,Stable/Up,1,Dexs,,0.2046,0.2046,0.25171,3.59894,231.3798,,0.02694,0.02694,,,,,,,
USDC-USDC,Cadabra Finance,Arbitrum,50733,16.7397,,16.7397,0.1351,,Down,1,Yield Aggregator,,,,18.1945,,,,16.7397,0,,,,,,,
WETH-UNEAR,Aerodrome Slipstream,Base,50710,48.18141,,48.18141,2.28133,7.23867,Down,3,Dexs,,,,54.24392,,,,48.18141,0,,,,,,,CL200 - 0.3%
DAI-BUSD,PancakeSwap AMM,BSC,50710,0.56667,0.56667,,0,0,Stable/Up,2,Dexs,,,,0.56667,,,,0.56667,0.56667,,,,,,,
WSOL-TJ,Raydium AMM,Solana,50700,26.51,26.51,,,,,,Dexs,,2.18,2.18,26.51,368208.67646,368208.67646,,26.51,26.51,,,,,,,Concentrated - 0.01%
AVAX-USDC,GMX V2 Perps,Avalanche,50693,2.04385,2.04385,,0.08869,0.94589,Down,1,Derivatives,,,,2.42575,,,,2.04385,2.04385,,,,,,,
WSOL-LLM,Raydium AMM,Solana,50688,21.18,21.18,,,,,,Dexs,,1.74,1.74,21.18,294063.81889,294063.81889,,21.18,21.18,,,,,,,Concentrated - 0.01%
XRPRT-SUI,Cetus AMM,Sui,50678,0.04089,0.04089,,,,,,Dexs,,,,0.04089,567.81481,,,0.04089,0.04089,,,,,,,0.01%
USDY-USDC,Raydium AMM,Solana,50659,1.62,1.62,,,-0.24,Stable/Up,1,Dexs,,1.12,1.12,3.57446,11262.70644,94149.80479,,1.62,1.62,,,,,,,Concentrated - 0.02%
JWLCETUS-CETUS,Cetus AMM,Sui,50659,5.62164,0.01703,5.60461,-0.24323,-0.27543,Down,2,Dexs,,,,5.72425,47.3179,,,5.62164,0.01703,,,,,,,0.05%
USDT-USDN,Raydium AMM,Solana,50656,10.91,10.91,,,,,,Dexs,,1.04,1.04,10.948,15142.812,17535.6407,,10.91,10.91,,,,,,,Concentrated - 0.1%
WSOL-$BTMAGA,Raydium AMM,Solana,50643,8.56,8.56,,,,,,Dexs,,0.7,0.7,8.56,118703.14291,118703.14291,,8.56,8.56,,,,,,,Concentrated - 0.01%
WSOL-TIKTOK,Raydium AMM,Solana,50642,15.87,15.87,,-4.18,-55.41,Stable/Up,2,Dexs,,57.37,57.37,62.40471,8809.55009,387350.62358,,15.87,15.87,,,,,,,Standard - 0.25%
AI-WSOL,Raydium AMM,Solana,50639,16.75,16.75,,-6.87,,,,Dexs,,6.18,6.18,31.40811,9296.09176,41735.22776,,16.75,16.75,,,,,,,Standard - 0.25%
USDC-WETH,Beefy,Optimism,50630,125.689,,,-364.43686,,Down,3,Yield Aggregator,,,,138.84442,,,,125.689,0,,,,,,,Sushi
WMATIC-WBTC,Uniswap V3,Polygon,50620,101.76689,101.76689,,0,63.12071,Down,3,Dexs,,17.33665,17.33665,36.74427,282272.7294,1671681.44683,,101.76689,101.76689,,,,,,,0.05%
